area_type,availability,location,size,society,total_sqft,bath,balcony,price,bhk,total_sqft_numeric,price_per_sqft,sqft_per_bhk,availability_status,possession_year,location_reduced,has_society,is_cramped,is_luxury_price,price_segment,location_tier,area_type_rank,bath_per_bhk,is_luxury_bath,log_price,log_total_sqft,availability_month,society_size_proxy,society_type
Built-up  Area,Ready To Move,Devasthanagalu,2 BHK,Independent,1200,2.0,1.0,65.0,2.0,1200.0,5416.666666666667,600.0,Ready,0,other,0,0,0,Mid-Range,Tier 3,0,1.0,0,4.189654742026425,7.0909098220799835,Unknown,5469,Large
Built-up  Area,Ready To Move,T Dasarahalli,3 Bedroom,Independent,1200,3.0,1.0,90.0,3.0,1200.0,7500.0,400.0,Ready,0,other,0,0,1,Mid-Range,Tier 2,0,1.0,0,4.51085950651685,7.0909098220799835,Unknown,5469,Large
Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,IBityin,2502,3.0,3.0,138.0,3.0,2502.0,5515.587529976019,834.0,Ready,0,Yeshwanthpur,1,0,0,Premium,Tier 2,1,1.0,0,4.9344739331306915,7.8252452914317745,Unknown,45,Medium
Built-up  Area,Ready To Move,Chandapura,2 BHK,KHityry,650,1.0,1.0,17.0,2.0,650.0,2615.3846153846152,325.0,Ready,0,Chandapura,1,0,0,Budget,Tier 3,0,0.5,0,2.8903717578961645,6.478509642208569,Unknown,6,Small
Plot  Area,Ready To Move,Kothanur,3 Bedroom,BDensar,2400,2.0,1.0,150.0,3.0,2400.0,6250.0,800.0,Ready,0,Kothanur,1,0,0,Premium,Tier 2,3,0.6666666666666666,0,5.017279836814924,7.783640596221253,Unknown,1,Small
Super built-up  Area,Ready To Move,Green View Layout,2 BHK,Makeser,1007,2.0,2.0,43.0,2.0,1007.0,4270.109235352532,503.5,Ready,0,other,1,0,0,Budget,Tier 3,1,1.0,0,3.784189633918261,6.915723448631314,Unknown,5,Small
Super built-up  Area,Ready To Move,Shantiniketan Layout,2 BHK,Maest N,1200,2.0,2.0,50.0,2.0,1200.0,4166.666666666667,600.0,Ready,0,other,1,0,0,Mid-Range,Tier 2,1,1.0,0,3.9318256327243257,7.0909098220799835,Unknown,2,Small
Super built-up  Area,Ready To Move,Peenya,2 BHK,Independent,966,2.0,2.0,49.9,2.0,966.0,5165.631469979296,483.0,Ready,0,other,0,0,0,Budget,Tier 2,1,1.0,0,3.929862923556477,6.874198495453294,Unknown,5469,Large
Built-up  Area,Ready To Move,Nagarbhavi,3 BHK,Independent,1630,2.0,1.0,98.0,3.0,1630.0,6012.269938650306,543.3333333333334,Ready,0,Nagarbhavi,0,0,0,Mid-Range,Tier 1,0,0.6666666666666666,0,4.59511985013459,7.396948602621014,Unknown,5469,Large
Built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,Brway G,1640,3.0,2.0,229.0,3.0,1640.0,13963.414634146342,546.6666666666666,Ready,0,Rajaji Nagar,1,0,1,Ultra-Luxury,Tier 1,0,1.0,0,5.438079308923196,7.403061091090091,Unknown,21,Medium
Built-up  Area,Ready To Move,Jalahalli West,2 BHK,Independent,782,2.0,2.0,55.68,2.0,782.0,7120.204603580562,391.0,Ready,0,other,0,0,0,Mid-Range,Tier 2,0,1.0,0,4.03742141482248,6.663132695990803,Unknown,5469,Large
Super built-up  Area,19-Apr,Devanahalli,2 BHK,Oznuean,1260,2.0,2.0,66.78,2.0,1260.0,5300.0,630.0,Future,2019,Devanahalli,1,0,0,Mid-Range,Tier 2,1,1.0,0,4.2162671661789055,7.13966033596492,Apr,3,Small
Super built-up  Area,Ready To Move,Lakshmiamma Garden,3 BHK,Independent,1800,3.0,3.0,120.0,3.0,1800.0,6666.666666666667,600.0,Ready,0,other,0,0,0,Premium,Tier 2,1,1.0,0,4.795790545596741,7.496097345175956,Unknown,5469,Large
Super built-up  Area,Ready To Move,Byatarayanapura,3 BHK,Reeroce,1413,2.0,2.0,75.0,3.0,1413.0,5307.855626326964,471.0,Ready,0,other,1,0,0,Mid-Range,Tier 2,1,0.6666666666666666,0,4.330733340286331,7.254177846456518,Unknown,2,Small
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Sonviik,1116,2.0,1.0,51.91,2.0,1116.0,4651.433691756272,558.0,Ready,0,Whitefield,1,0,0,Mid-Range,Tier 2,1,1.0,0,3.9685923569160404,7.018401799069201,Unknown,9,Small
Super built-up  Area,Ready To Move,Electronic City,3 BHK,DSgmax ,1530,2.0,1.0,45.9,3.0,1530.0,3000.0,510.0,Ready,0,Electronic City,1,0,0,Budget,Tier 3,1,0.6666666666666666,0,3.8480176754522337,7.333676395657684,Unknown,9,Small
Built-up  Area,Ready To Move,Ramamurthy Nagar,4 Bedroom,Independent,3700,4.0,1.0,225.0,4.0,3700.0,6081.081081081081,925.0,Ready,0,Ramamurthy Nagar,0,0,0,Ultra-Luxury,Tier 2,0,1.0,0,5.420534999272286,8.216358332386156,Unknown,5469,Large
Built-up  Area,Ready To Move,Sarjapur  Road,3 Bedroom,Cetattu,2497,3.0,2.0,140.0,3.0,2497.0,5606.728073688426,832.3333333333334,Ready,0,Sarjapur  Road,1,0,0,Premium,Tier 1,0,1.0,0,4.948759890378168,7.823245690685523,Unknown,5,Small
Super built-up  Area,Ready To Move,Kengeri,3 BHK,Vaens G,1540,2.0,3.0,64.0,3.0,1540.0,4155.8441558441555,513.3333333333334,Ready,0,Kengeri,1,0,0,Mid-Range,Tier 3,1,0.6666666666666666,0,4.174387269895637,7.340186835320115,Unknown,4,Small
Super built-up  Area,18-Dec,Thanisandra,3 BHK,Independent,1436,3.0,1.0,74.75,3.0,1436.0,5205.431754874652,478.6666666666667,Future,2018,Thanisandra,0,0,0,Mid-Range,Tier 2,1,1.0,0,4.327438444389479,7.270312886079025,Dec,5469,Large
Super built-up  Area,18-Jun,Malleshwaram,2 BHK,Independent,1100,2.0,2.0,75.0,2.0,1100.0,6818.181818181818,550.0,Future,2018,Malleshwaram,0,0,0,Mid-Range,Tier 1,1,1.0,0,4.330733340286331,7.00397413672268,Jun,5469,Large
Plot  Area,Ready To Move,Hennur Road,2 Bedroom,Independent,276,3.0,3.0,23.0,2.0,276.0,8333.333333333334,138.0,Ready,0,Hennur Road,0,1,1,Budget,Tier 2,3,1.5,1,3.1780538303479458,5.6240175061873385,Unknown,5469,Large
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Moity S,1427,3.0,2.0,120.0,3.0,1427.0,8409.250175192712,475.6666666666667,Ready,0,Thanisandra,1,0,1,Premium,Tier 2,1,1.0,0,4.795790545596741,7.2640301428995295,Unknown,4,Small
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,HiahsLa,2061,3.0,1.0,200.0,3.0,2061.0,9704.02717127608,687.0,Ready,0,Akshaya Nagar,1,0,1,Ultra-Luxury,Tier 2,1,1.0,0,5.303304908059076,7.631431664576906,Unknown,3,Small
Super built-up  Area,18-Mar,Hebbal,4 BHK,SNontle,3067 - 8156,4.0,0.0,477.0,4.0,5611.5,8500.400962309543,1402.875,Future,2018,Hebbal,1,0,1,Ultra-Luxury,Tier 2,1,1.0,0,6.169610732491456,8.63275153205051,Mar,10,Small
Built-up  Area,Ready To Move,Shampura,4 BHK,Independent,2650,4.0,2.0,150.0,4.0,2650.0,5660.377358490566,662.5,Ready,0,Shampura,0,0,0,Premium,Tier 2,0,1.0,0,5.017279836814924,7.8826922062890254,Unknown,5469,Large
Super built-up  Area,22-Dec,Devanahalli,3 BHK,Sabixtt,1282,2.0,2.0,68.52,3.0,1282.0,5344.773790951638,427.3333333333333,Future,2022,Devanahalli,1,0,0,Mid-Range,Tier 2,1,0.6666666666666666,0,4.241614480957137,7.1569563646156364,Dec,9,Small
Built-up  Area,Ready To Move,Kadugodi,2 BHK,Independent,1050,2.0,1.0,34.0,2.0,1050.0,3238.095238095238,525.0,Ready,0,Kadugodi,0,0,0,Budget,Tier 2,0,1.0,0,3.5553480614894135,6.957497370876951,Unknown,5469,Large
Built-up  Area,Ready To Move,LB Shastri Nagar,3 BHK,Sragei ,1600,3.0,2.0,65.0,3.0,1600.0,4062.5,533.3333333333334,Ready,0,LB Shastri Nagar,1,0,0,Mid-Range,Tier 2,0,1.0,0,4.189654742026425,7.3783837129967145,Unknown,1,Small
Super built-up  Area,22-Jan,Vajarahalli,2 BHK,Independent,945,2.0,1.0,54.0,2.0,945.0,5714.285714285715,472.5,Future,2022,other,0,0,0,Mid-Range,Tier 2,1,1.0,0,4.007333185232471,6.852242569051878,Jan,5469,Large
Super built-up  Area,Ready To Move,Hormavu,2 BHK,SyidaCr,1500,2.0,1.0,78.0,2.0,1500.0,5200.0,750.0,Ready,0,Hormavu,1,0,0,Mid-Range,Tier 2,1,1.0,0,4.3694478524670215,7.313886831633462,Unknown,3,Small
Plot  Area,Ready To Move,Vishwapriya Layout,7 Bedroom,Independent,950,7.0,0.0,115.0,7.0,950.0,12105.263157894737,135.71428571428572,Ready,0,Vishwapriya Layout,0,1,1,Premium,Tier 2,3,1.0,0,4.7535901911063645,6.85751406254539,Unknown,5469,Large
Built-up  Area,Ready To Move,Peenya,3 BHK,Jahts H,1870,3.0,3.0,110.0,3.0,1870.0,5882.35294117647,623.3333333333334,Ready,0,other,1,0,0,Premium,Tier 2,0,1.0,0,4.709530201312334,7.534228326274089,Unknown,1,Small
Plot  Area,Ready To Move,Sarjapur,3 Bedroom,Inensba,1600,3.0,1.0,75.0,3.0,1600.0,4687.5,533.3333333333334,Ready,0,Sarjapur,1,0,0,Mid-Range,Tier 3,3,1.0,0,4.330733340286331,7.3783837129967145,Unknown,2,Small
Super built-up  Area,Ready To Move,Electronic City,2 BHK,Itelaa ,880,1.0,1.0,16.5,2.0,880.0,1875.0,440.0,Ready,0,Electronic City,1,0,0,Budget,Tier 3,1,0.5,0,2.8622008809294686,6.78105762593618,Unknown,24,Medium
Plot  Area,Ready To Move,Ramaswamy Palya - Kammanahalli Main Road,4 Bedroom,Independent,1200,4.0,0.0,210.0,4.0,1200.0,17500.0,300.0,Ready,0,other,0,0,1,Ultra-Luxury,Tier 1,3,1.0,0,5.351858133476067,7.0909098220799835,Unknown,5469,Large
Super built-up  Area,Ready To Move,Kudlu Gate,3 BHK,Srier P,1535,3.0,2.0,83.0,3.0,1535.0,5407.166123778502,511.6666666666667,Ready,0,Kudlu Gate,1,0,0,Mid-Range,Tier 2,1,1.0,0,4.430816798843313,7.336936913707618,Unknown,7,Small
Built-up  Area,Ready To Move,Kanakpura Road,2 BHK,Wiowsri,950,2.0,1.0,57.0,2.0,950.0,6000.0,475.0,Ready,0,Kanakpura Road,1,0,0,Mid-Range,Tier 2,0,1.0,0,4.060443010546419,6.85751406254539,Unknown,11,Medium
Super built-up  Area,18-Aug,Devanahalli,2 BHK,Derdsig,1360,2.0,1.0,65.0,2.0,1360.0,4779.411764705882,680.0,Future,2018,Devanahalli,1,0,0,Mid-Range,Tier 2,1,1.0,0,4.189654742026425,7.215975002651466,Aug,2,Small
Super built-up  Area,19-Mar,8th Phase JP Nagar,2 BHK,Vaarech,1042 - 1105,2.0,0.0,54.005,2.0,1073.5,5030.740568234746,536.75,Future,2019,8th Phase JP Nagar,1,0,0,Mid-Range,Tier 2,1,1.0,0,4.007424090191399,6.979610716082565,Mar,4,Small
Super built-up  Area,18-May,Bommasandra Industrial Area,3 BHK,Independent,1280,3.0,1.0,50.4,3.0,1280.0,3937.5,426.6666666666667,Future,2018,Bommasandra Industrial Area,0,0,0,Mid-Range,Tier 3,1,1.0,0,3.9396381724611196,7.155396301896734,May,5469,Large
Super built-up  Area,19-Jan,Chandra Layout,3 BHK,TiaksAa,1260,2.0,2.0,85.05,3.0,1260.0,6750.0,420.0,Future,2019,other,1,0,0,Mid-Range,Tier 1,1,0.6666666666666666,0,4.454928522657548,7.13966033596492,Jan,2,Small
Built-up  Area,Ready To Move,Hennur Road,8 Bedroom,Independent,5000,8.0,0.0,250.0,8.0,5000.0,5000.0,625.0,Ready,0,Hennur Road,0,0,0,Ultra-Luxury,Tier 2,0,1.0,0,5.5254529391317835,8.517393171418904,Unknown,5469,Large
Super built-up  Area,19-Dec,Yelahanka,5 BHK,LedorSa,3050,5.0,1.0,213.0,5.0,3050.0,6983.606557377049,610.0,Future,2019,Yelahanka,1,0,0,Ultra-Luxury,Tier 2,1,1.0,0,5.365976015021851,8.02322468471667,Dec,5,Small
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,HMwerCo,1563.05,3.0,1.0,105.0,3.0,1563.05,6717.635392341896,521.0166666666667,Ready,0,Kasavanhalli,1,0,0,Premium,Tier 2,1,1.0,0,4.663439094112067,7.355033889903712,Unknown,3,Small
Super built-up  Area,Ready To Move,ISRO Layout,2 BHK,Independent,1000,2.0,1.0,60.0,2.0,1000.0,6000.0,500.0,Ready,0,ISRO Layout,0,0,0,Mid-Range,Tier 2,1,1.0,0,4.110873864173311,6.90875477931522,Unknown,5469,Large
Super built-up  Area,17-Jul,Anandapura,2 BHK,ViensRK,1167,2.0,1.0,43.76,2.0,1167.0,3749.7857754927163,583.5,Future,2017,Anandapura,1,0,0,Budget,Tier 2,1,1.0,0,3.8013148834437245,7.0630481633881725,Jul,10,Small
Super built-up  Area,Ready To Move,Vishveshwarya Layout,7 BHK,Independent,4000,7.0,2.0,225.0,7.0,4000.0,5625.0,571.4285714285714,Ready,0,Vishveshwarya Layout,0,0,0,Ultra-Luxury,Tier 2,1,1.0,0,5.420534999272286,8.294299608857235,Unknown,5469,Large
Super built-up  Area,Ready To Move,Kothanur,3 BHK,Somumys,1828,3.0,0.0,110.0,3.0,1828.0,6017.505470459519,609.3333333333334,Ready,0,Kothanur,1,0,0,Premium,Tier 2,1,1.0,0,4.709530201312334,7.511524648390866,Unknown,13,Medium
Super built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,HoiewLa,890,2.0,1.0,35.0,2.0,890.0,3932.5842696629215,445.0,Ready,0,Kengeri Satellite Town,1,0,0,Budget,Tier 3,1,1.0,0,3.58351893845611,6.792344427470809,Unknown,1,Small
Super built-up  Area,Ready To Move,Basavanapura,3 BHK,Dwity T,1612,3.0,3.0,46.74,3.0,1612.0,2899.5037220843674,537.3333333333334,Ready,0,other,1,0,0,Budget,Tier 2,1,1.0,0,3.865769620910684,7.385851078125209,Unknown,2,Small
Plot  Area,Ready To Move,Dinnur,6 Bedroom,Independent,1034,5.0,0.0,185.0,6.0,1034.0,17891.682785299807,172.33333333333334,Ready,0,other,0,1,1,Premium,Tier 1,3,0.8333333333333334,0,5.225746673713202,6.942156705699469,Unknown,5469,Large
Super built-up  Area,19-Apr,Mysore Road,3 BHK,Brama P,1710,4.0,2.0,91.31,3.0,1710.0,5339.766081871345,570.0,Future,2019,Mysore Road,1,0,0,Mid-Range,Tier 2,1,1.3333333333333333,1,4.52515247800206,7.444833273892193,Apr,10,Small
Super built-up  Area,Ready To Move,Kannamangala,2 BHK,VBownre,957,2.0,1.0,58.0,2.0,957.0,6060.606060606061,478.5,Ready,0,Kannamangala,1,0,0,Mid-Range,Tier 2,1,1.0,0,4.07753744390572,6.86484777797086,Unknown,6,Small
Super built-up  Area,18-May, Devarachikkanahalli,3 BHK,Independent,1250,2.0,3.0,44.0,3.0,1250.0,3520.0,416.6666666666667,Future,2018, Devarachikkanahalli,0,0,0,Budget,Tier 2,1,0.6666666666666666,0,3.8066624897703196,7.1316985104669115,May,5469,Large
Super built-up  Area,Ready To Move,Sanjeevini Nagar,3 BHK,Betatsi,2795,4.0,0.0,235.0,3.0,2795.0,8407.871198568873,931.6666666666666,Ready,0,other,1,0,1,Ultra-Luxury,Tier 2,1,1.3333333333333333,1,5.4638318050256105,7.935945103353701,Unknown,3,Small
Super built-up  Area,Ready To Move,Hulimavu,2 BHK,Prcan P,1125,2.0,2.0,50.0,2.0,1125.0,4444.444444444444,562.5,Ready,0,Hulimavu,1,0,0,Mid-Range,Tier 2,1,1.0,0,3.9318256327243257,7.026426808699636,Unknown,1,Small
Super built-up  Area,18-Jul,Electronic City Phase II,2 BHK,Sryalan,1020,2.0,1.0,30.6,2.0,1020.0,3000.0,510.0,Future,2018,Electronic City Phase II,1,0,0,Budget,Tier 3,1,1.0,0,3.4531571205928664,6.928537818164665,Jul,59,Large
Super built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,Independent,1200,2.0,2.0,50.0,2.0,1200.0,4166.666666666667,600.0,Ready,0,Kalena Agrahara,0,0,0,Mid-Range,Tier 2,1,1.0,0,3.9318256327243257,7.0909098220799835,Unknown,5469,Large
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,1735,3.0,3.0,135.0,3.0,1735.0,7780.979827089337,578.3333333333334,Ready,0,Thanisandra,1,0,1,Premium,Tier 2,1,1.0,0,4.912654885736052,7.459338895220296,Unknown,35,Medium
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,G conTh,2050,3.0,1.0,145.0,3.0,2050.0,7073.170731707317,683.3333333333334,Ready,0,Thanisandra,1,0,0,Premium,Tier 2,1,1.0,0,4.983606621708336,7.62608275807238,Unknown,12,Medium
Plot  Area,Ready To Move,Mahalakshmi Layout,4 Bedroom,Independent,3750,4.0,0.0,760.0,4.0,3750.0,20266.666666666668,937.5,Ready,0,Mahalakshmi Layout,0,0,1,Ultra-Luxury,Tier 1,3,1.0,0,6.634633357861686,8.229777750081887,Unknown,5469,Large
Built-up  Area,Ready To Move,Yarandahalli,3 BHK,Independent,1350,2.0,3.0,48.0,3.0,1350.0,3555.5555555555557,450.0,Ready,0,other,0,0,0,Budget,Tier 3,0,0.6666666666666666,0,3.8918202981106265,7.208600337960199,Unknown,5469,Large
Super built-up  Area,18-May,Hosa Road,2 BHK,SStusan,1063,2.0,1.0,32.0,2.0,1063.0,3010.348071495767,531.5,Future,2018,Hosa Road,1,0,0,Budget,Tier 2,1,1.0,0,3.4965075614664802,6.96979066990159,May,7,Small
Super built-up  Area,Ready To Move,Keshava Nagar,3 BHK,ETens G,1904,3.0,1.0,150.0,3.0,1904.0,7878.151260504202,634.6666666666666,Ready,0,other,1,0,1,Premium,Tier 2,1,1.0,0,5.017279836814924,7.552237287560802,Unknown,7,Small
Built-up  Area,Ready To Move,Whitefield,4 Bedroom,Independent,4200,4.0,2.0,420.0,4.0,4200.0,10000.0,1050.0,Ready,0,Whitefield,0,0,1,Ultra-Luxury,Tier 2,0,1.0,0,6.042632833682381,8.343077871169383,Unknown,5469,Large
Super built-up  Area,Ready To Move,RMV Extension,3 BHK,Hohnari,2000,3.0,1.0,175.0,3.0,2000.0,8750.0,666.6666666666666,Ready,0,other,1,0,1,Premium,Tier 2,1,1.0,0,5.170483995038151,7.601402334583733,Unknown,1,Small
Super built-up  Area,18-Dec,Sarjapur,2 BHK,Kinuerg,1145 - 1340,2.0,0.0,43.49,2.0,1242.5,3500.201207243461,621.25,Future,2018,Sarjapur,1,0,0,Budget,Tier 3,1,1.0,0,3.7952644448179504,7.12568526324346,Dec,2,Small
Super built-up  Area,Ready To Move,Tejaswini Nagar,3 BHK,Naods W,1425,2.0,2.0,75.0,3.0,1425.0,5263.1578947368425,475.0,Ready,0,other,1,0,0,Mid-Range,Tier 3,1,0.6666666666666666,0,4.330733340286331,7.262628600974241,Unknown,2,Small
Super built-up  Area,Ready To Move,Electronic City,3 BHK,GMown E,1500,2.0,1.0,64.5,3.0,1500.0,4300.0,500.0,Ready,0,Electronic City,1,0,0,Mid-Range,Tier 3,1,0.6666666666666666,0,4.182050142641207,7.313886831633462,Unknown,56,Large
Built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,1060,2.0,1.0,60.0,2.0,1060.0,5660.377358490566,530.0,Ready,0,Electronic City,1,0,0,Mid-Range,Tier 3,0,1.0,0,4.110873864173311,6.966967138613983,Unknown,56,Large
Built-up  Area,Ready To Move,Jai Bheema Nagar,3 BHK,Sancyra,1470,2.0,2.0,70.0,3.0,1470.0,4761.9047619047615,490.0,Ready,0,other,1,0,0,Mid-Range,Tier 3,0,0.6666666666666666,0,4.2626798770413155,7.293697720601438,Unknown,1,Small
Super built-up  Area,Ready To Move,Kothnur Narayanapura,6 BHK,Independent,1300,6.0,0.0,99.0,6.0,1300.0,7615.384615384615,216.66666666666666,Ready,0,other,0,1,1,Mid-Range,Tier 2,1,1.0,0,4.605170185988092,7.170888478512505,Unknown,5469,Large
Super built-up  Area,Ready To Move,Attibele,1 BHK,Jae 1hu,450,1.0,1.0,11.0,1.0,450.0,2444.4444444444443,450.0,Ready,0,Attibele,1,0,0,Budget,Tier 3,1,1.0,0,2.4849066497880004,6.111467339502679,Unknown,12,Medium
Super built-up  Area,18-Apr,Electronic City,2 BHK,Prarkun,1152,2.0,1.0,64.5,2.0,1152.0,5598.958333333333,576.0,Future,2018,Electronic City,1,0,0,Mid-Range,Tier 3,1,1.0,0,4.182050142641207,7.050122520269059,Apr,49,Medium
Super built-up  Area,Ready To Move,Electronic City,3 BHK,GMown E,1350,2.0,1.0,56.0,3.0,1350.0,4148.148148148148,450.0,Ready,0,Electronic City,1,0,0,Mid-Range,Tier 3,1,0.6666666666666666,0,4.04305126783455,7.208600337960199,Unknown,56,Large
Super built-up  Area,Ready To Move,CV Raman Nagar,3 BHK,Srshq T,1550,3.0,3.0,65.0,3.0,1550.0,4193.548387096775,516.6666666666666,Ready,0,CV Raman Nagar,1,0,0,Mid-Range,Tier 2,1,1.0,0,4.189654742026425,7.346655163176539,Unknown,3,Small
Plot  Area,Ready To Move,CHIKKATIRUPATHI,3 Bedroom,Independent,1500,3.0,2.0,100.0,3.0,1500.0,6666.666666666667,500.0,Ready,0,other,0,0,0,Premium,Tier 2,3,1.0,0,4.61512051684126,7.313886831633462,Unknown,5469,Large
Plot  Area,Ready To Move,Kumaraswami Layout,5 Bedroom,Independent,600,3.0,2.0,85.0,5.0,600.0,14166.666666666666,120.0,Ready,0,Kumaraswami Layout,0,1,1,Mid-Range,Tier 2,3,0.6,0,4.454347296253507,6.398594934535208,Unknown,5469,Large
Plot  Area,Ready To Move,Nagavara,1 Bedroom,Independent,400,1.0,0.0,14.0,1.0,400.0,3500.0,400.0,Ready,0,Nagavara,0,0,0,Budget,Tier 2,3,1.0,0,2.70805020110221,5.993961427306569,Unknown,5469,Large
Super built-up  Area,Ready To Move,Malleshwaram,1 BHK,Utntspa,705,1.0,2.0,67.0,1.0,705.0,9503.54609929078,705.0,Ready,0,Malleshwaram,1,0,1,Mid-Range,Tier 1,1,1.0,0,4.219507705176107,6.559615237493242,Unknown,1,Small
Built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,770,1.0,1.0,36.0,2.0,770.0,4675.324675324675,385.0,Ready,0,Electronic City,1,0,0,Budget,Tier 3,0,0.5,0,3.6109179126442243,6.647688373563329,Unknown,56,Large
Super built-up  Area,Ready To Move,Hulimavu,2 BHK,Aniona ,1242,2.0,3.0,51.0,2.0,1242.0,4106.280193236715,621.0,Ready,0,Hulimavu,1,0,0,Mid-Range,Tier 2,1,1.0,0,3.9512437185814275,7.1252830915107115,Unknown,1,Small
Super built-up  Area,Ready To Move,Hebbal Kempapura,3 BHK,Goateds,1700,3.0,2.0,155.0,3.0,1700.0,9117.64705882353,566.6666666666666,Ready,0,Hebbal Kempapura,1,0,1,Premium,Tier 2,1,1.0,0,5.049856007249537,7.438971592395862,Unknown,12,Medium
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,2144,3.0,2.0,145.0,3.0,2144.0,6763.059701492537,714.6666666666666,Ready,0,Thanisandra,1,0,0,Premium,Tier 2,1,1.0,0,4.983606621708336,7.6708948313621175,Unknown,35,Medium
Super built-up  Area,21-Jun,Vijayanagar,3 BHK,Saahaat,1704,3.0,2.0,110.0,3.0,1704.0,6455.399061032864,568.0,Future,2021,Vijayanagar,1,0,0,Premium,Tier 2,1,1.0,0,4.709530201312334,7.4413203897176174,Jun,6,Small
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,1070,2.0,1.0,52.0,2.0,1070.0,4859.813084112149,535.0,Ready,0,Electronic City,1,0,0,Mid-Range,Tier 3,1,1.0,0,3.970291913552122,6.976348070447749,Unknown,56,Large
Plot  Area,Ready To Move,8th block Koramangala,3 Bedroom,Independent,1846,3.0,2.0,300.0,3.0,1846.0,16251.354279523293,615.3333333333334,Ready,0,other,0,0,1,Ultra-Luxury,Tier 1,3,1.0,0,5.707110264748875,7.52131798019924,Unknown,5469,Large
Super built-up  Area,Ready To Move,Jakkuru Layout,2 BHK,Independent,1340,2.0,2.0,55.7,2.0,1340.0,4156.7164179104475,670.0,Ready,0,other,0,0,0,Mid-Range,Tier 3,1,1.0,0,4.037774210733707,7.201170883281678,Unknown,5469,Large
Built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,1025,2.0,1.0,46.0,2.0,1025.0,4487.804878048781,512.5,Ready,0,Electronic City,1,0,0,Budget,Tier 3,0,1.0,0,3.8501476017100584,6.933423025730715,Unknown,56,Large
Super built-up  Area,Ready To Move,KR Puram,2 BHK,MCvarar,1015 - 1540,2.0,0.0,56.8,2.0,1277.5,4446.183953033268,638.75,Ready,0,KR Puram,1,0,0,Mid-Range,Tier 2,1,1.0,0,4.056988775678332,7.153442794731241,Unknown,3,Small
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,VRave E,1200,2.0,2.0,52.0,2.0,1200.0,4333.333333333333,600.0,Ready,0,Marathahalli,1,0,0,Mid-Range,Tier 2,1,1.0,0,3.970291913552122,7.0909098220799835,Unknown,2,Small
Built-up  Area,18-Dec,Kanakpura Road,4 Bedroom,Independent,2250,4.0,1.0,110.0,4.0,2250.0,4888.888888888889,562.5,Future,2018,Kanakpura Road,0,0,0,Premium,Tier 2,0,1.0,0,4.709530201312334,7.719129840906732,Dec,5469,Large
Super built-up  Area,Ready To Move,Pattandur Agrahara,3 BHK,MaidoPl,1550,2.0,3.0,80.0,3.0,1550.0,5161.290322580645,516.6666666666666,Ready,0,Pattandur Agrahara,1,0,0,Mid-Range,Tier 3,1,0.6666666666666666,0,4.394449154672439,7.346655163176539,Unknown,4,Small
Plot  Area,Ready To Move,Bellandur,4 Bedroom,Independent,1200,5.0,0.0,325.0,4.0,1200.0,27083.333333333332,300.0,Ready,0,Bellandur,0,0,1,Ultra-Luxury,Tier 2,3,1.25,1,5.786897381366708,7.0909098220799835,Unknown,5469,Large
Plot  Area,Ready To Move,Ejipura,7 Bedroom,Independent,1800,7.0,1.0,250.0,7.0,1800.0,13888.888888888889,257.14285714285717,Ready,0,other,0,1,1,Ultra-Luxury,Tier 2,3,1.0,0,5.5254529391317835,7.496097345175956,Unknown,5469,Large
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,Aiitya ,1200,2.0,2.0,60.0,2.0,1200.0,5000.0,600.0,Ready,0,Marathahalli,1,0,0,Mid-Range,Tier 2,1,1.0,0,4.110873864173311,7.0909098220799835,Unknown,3,Small
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,PuziaVe,1327,2.0,2.0,98.0,2.0,1327.0,7385.079125847777,663.5,Ready,0,Yelahanka,1,0,1,Mid-Range,Tier 2,1,1.0,0,4.59511985013459,7.191429330036379,Unknown,14,Medium
Super built-up  Area,Ready To Move,Kothanur,2 BHK,Independent,1186,2.0,2.0,58.0,2.0,1186.0,4890.387858347386,593.0,Ready,0,Kothanur,0,0,0,Mid-Range,Tier 2,1,1.0,0,4.07753744390572,7.079184394609668,Unknown,5469,Large
Built-up  Area,Ready To Move,MS Pallya,3 Bedroom,Independent,1783,3.0,1.0,115.0,3.0,1783.0,6449.8037016264725,594.3333333333334,Ready,0,other,0,0,0,Premium,Tier 2,0,1.0,0,4.7535901911063645,7.486613313139955,Unknown,5469,Large
